姓,名,メールアドレス,状態,開始日時,受験完了,所要時間,評点/10.00,"解答 1","解答 2","解答 3","解答 4","解答 5","解答 6","解答 7","解答 8","解答 9"
Math2021,S049,s049@example.com,終了,"2021年 06月 29日 22:11","2021年 06月 29日 22:11","29 秒",8.89,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*(ln(x))^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*(sin(x))^3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln(abs((cos(x)-1)/(cos(x)+1)))+c [score]; prt1: # = 0 | ATInt_EqFormalDiff. | prt1-1-F | ATAlgEquiv_WrongCase. | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | ATAlgEquiv_WrongCase. | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*(2*sin(x)*cos(x))+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (-x^2-2*x-2)*e^(-x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S052,s052@example.com,終了,"2021年 06月 29日 22:14","2021年 06月 30日 16:36","18 時間 21 分",6.67,"Seed: 1; ans1: (3*x+2)^3/9+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: 2*(x+1)*(x^2-x+1)/(3*(x^3+1)^(1/2))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (2+cos((x)^2))*sin(x)/3+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: ln(csc(x)-cot(x))+C [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: -sin(x)*cos(x)/2+x/2+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2*ln(x)/2-x^2/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*e^(-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S049,s049@example.com,終了,"2021年 06月 29日 22:15","2021年 06月 29日 22:17","1 分 37 秒",8.89,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*(ln(x))^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*(sin(x))^3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln(abs(tan(x/2)^2))+c [score]; prt1: # = 0 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | ATAlgEquiv_WrongCase. | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*(2*sin(x)*cos(x))+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (-x^2-2*x-2)*e^(-x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S049,s049@example.com,終了,"2021年 06月 29日 22:20","2021年 06月 29日 22:20","23 秒",10.00,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*(ln(x))^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*(sin(x))^3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(tan(x/2)))+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/2*x-1/4*(2*sin(x)*cos(x))+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (-x^2-2*x-2)*e^(-x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S005,s005@example.com,終了,"2021年 06月 29日 22:53","2021年 06月 29日 23:46","53 分 46 秒",1.11,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -(1/(2*(x^3+1)^(3/2)))+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; ans1: -e^(-x)*(x^2+2*x+1) [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; prt1: !"
Math2021,S039,s039@example.com,終了,"2021年 06月 29日 23:10","2021年 06月 29日 23:26","16 分 11 秒",8.89,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*sqrt(x^3+1))/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: log(x)^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/12*(9*sin(x)+sin(3*x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(|tan(x/2)|)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (-e^-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x)*(x/2)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F"
Math2021,S097,s097@example.com,終了,"2021年 06月 29日 23:10","2021年 06月 30日 22:17","23 時間 7 分",4.44,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*sqrt(x^3+1)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: sin*(x)-sin*(x)^3/3+Cln [invalid]; prt1: !","Seed: 1; ans1: ln(tan(x/2))+C [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-T","Seed: 1; ans1: x/2-sin*(2*x)/4+C [invalid]; prt1: !","Seed: 1; ans1: ln(x)*x^2/2-x^2/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S039,s039@example.com,終了,"2021年 06月 29日 23:27","2021年 06月 29日 23:28","1 分 46 秒",10.00,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*sqrt(x^3+1))/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: log(x)^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/12*(9*sin(x)+sin(3*x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(|tan(x/2)|)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (-e^-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S005,s005@example.com,終了,"2021年 06月 29日 23:47","2021年 06月 29日 23:47","16 秒",2.22,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -(1/(2*(x^3+1)^(3/2)))+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !"
Math2021,S025,s025@example.com,終了,"2021年 06月 30日 00:04","2021年 06月 30日 00:08","3 分 46 秒",1.11,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/3*ln(x)^3 [score]; prt1: # = 0 | ATInt_const. | prt1-1-F | prt1-2-T","Seed: 1; ans1: -1/(4*sin(x))*cos(x)^4 [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; ans1: 1/(3*cos(x))*sin(x)^3 [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S025,s025@example.com,終了,"2021年 06月 30日 00:08","2021年 06月 30日 00:24","15 分 44 秒",2.22,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; ans1: 1/(3*cos(x))*sin(x)^3 [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: 2*x^2+c [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S025,s025@example.com,終了,"2021年 06月 30日 00:32","2021年 06月 30日 00:41","8 分 49 秒",2.22,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 4*sin(x)^3+c [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; ans1: 1/2*x-sin(x)*cos(x)+c [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S025,s025@example.com,終了,"2021年 06月 30日 00:48","2021年 06月 30日 00:52","4 分",2.22,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -sin(x)^3+3/2*sin(x) [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; ans1: 1/2*x-sin(x)*cos(x)+c [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S025,s025@example.com,終了,"2021年 06月 30日 01:15","2021年 06月 30日 01:19","3 分 26 秒",4.33,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -1/3*sin(x)^3+sin(x) [score]; prt1: # = 0.9 | ATInt_const. | prt1-1-F | prt1-2-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/2*x-1/2*sin(x)*cos(x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S024,s024@example.com,終了,"2021年 06月 30日 02:31","2021年 06月 30日 02:33","1 分 53 秒",7.78,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(tan(x/2)))+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x^2*(log(x)-1/2)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S025,s025@example.com,終了,"2021年 06月 30日 02:50","2021年 06月 30日 03:01","10 分 29 秒",4.33,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*x*(x^3+1)^(-1/2)+x^2*(-1/2)*(x^3+1)^(-3/2)*3*x^2 [score]; prt1: # = 0 | ATInt_diff. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -1/3*sin(x)^3+sin(x) [score]; prt1: # = 0.9 | ATInt_const. | prt1-1-F | prt1-2-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/2*x-1/2*sin(x)*cos(x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S025,s025@example.com,終了,"2021年 06月 30日 03:03","2021年 06月 30日 03:38","35 分 5 秒",6.56,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*(x^3+1)^(1/2))/3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -1/3*sin(x)^3+sin(x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/2*x-1/2*sin(x)*cos(x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x*(ln(x))^2*(1-3*(ln(x)))+c [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: (-x^2-2*x-2)/e^x [score]; prt1: # = 0.9 | ATInt_const. | prt1-1-F | prt1-2-T","Seed: 1; prt1: !"
Math2021,S025,s025@example.com,終了,"2021年 06月 30日 03:41","2021年 06月 30日 03:41","23 秒",6.67,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*(x^3+1)^(1/2))/3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -1/3*sin(x)^3+sin(x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/2*x-1/2*sin(x)*cos(x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x*(ln(x))^2*(1-1/3*(ln(x)))+c [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: (-x^2-2*x-2)/e^x+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !"
Math2021,S029,s029@example.com,終了,"2021年 06月 30日 03:52","2021年 07月 1日 03:14","23 時間 21 分",8.56,"Seed: 1; ans1: (3*x+2)^5/5+C [score]; prt1: # = 0.7 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-T","Seed: 1; ans1: 2*(x^3+1)^(1/2)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (log(x))^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (9*sin(x)+sin(3*x))/12+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -log(cot(x)+csc(x))+C [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-T","Seed: 1; ans1: (x-sin(x)*cos(x))/2+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2*(2*log(x)-1)/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S053,s053@example.com,終了,"2021年 06月 30日 11:26","2021年 06月 30日 11:26","28 秒",2.22,"Seed: 1; ans1: (1/15)*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2/3)*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S053,s053@example.com,終了,"2021年 06月 30日 11:45","2021年 06月 30日 11:49","3 分 48 秒",3.33,"Seed: 1; ans1: (1/15)*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2/3)*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: -(1/3)*(sin(x))^3+sin(x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S053,s053@example.com,終了,"2021年 06月 30日 11:53","2021年 06月 30日 11:54","49 秒",3.33,"Seed: 1; ans1: (1/15)*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2/3)*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: -(1/3)*(sin(x))^3+sin(x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; ans1: -2*(-x^2+4)^(1/2)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F"
Math2021,S013,s013@example.com,終了,"2021年 06月 30日 12:08","2021年 06月 30日 12:49","40 分 58 秒",1.67,"Seed: 1; ans1: 3/5*(3*x+2)^5+C [score]; prt1: # = 0.5 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-T","Seed: 1; ans1: 1/6*sqrt(x^3+1)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-T","Seed: 1; ans1: 1/3*log(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -1/4*cos(x)^4*sin(x) [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: log(tan(abs(x/2))) [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S056,s056@example.com,終了,"2021年 06月 30日 12:36","2021年 07月 1日 08:45","20 時間 8 分",10.00,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*(x^3+1)^(1/2))/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-sin(x)^3/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (ln((1-cos(x))/(1+cos(x))))/2+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-T","Seed: 1; ans1: x/2-sin(2*x)/4+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2*ln(x)/2-x^2/4+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S027,s027@example.com,終了,"2021年 06月 30日 12:41","2021年 07月 1日 08:37","19 時間 55 分",8.89,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*sqrt(x^3 +1))/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-sin(x)^3/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: (-sin(2*x)+2*x)/4+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2*(2*ln(x)-1)/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*e^-x+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S013,s013@example.com,終了,"2021年 06月 30日 12:50","2021年 06月 30日 18:12","5 時間 21 分",4.33,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*log(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^2+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: ln(abs(-tan(x/2))) [score]; prt1: # = 0.9 | ATInt_const. | prt1-1-F | prt1-2-F | prt1-3-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S034,s034@example.com,終了,"2021年 06月 30日 12:51","2021年 07月 1日 02:23","13 時間 31 分",4.44,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*sqrt(x^3+1))/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (ln^3*(x))/3+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 1/12*(9*sin(x)+sin(3*x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S076,s076@example.com,終了,"2021年 06月 30日 12:59","2021年 06月 30日 13:02","3 分 6 秒",10.00,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*sqrt(x+1)*sqrt(x^2-x+1))/3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (log(x))^3/3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(sin(x)^3-3*sin(x))/3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(sin(x/2)))-ln(abs(cos(x/2)))+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(sin(2*x)-2*x)/4+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*x^2*log(x)-x^2)/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*exp(-x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
